Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Author (product.metafields.custom.author),Binding (product.metafields.custom.binding),Canonical Handle (product.metafields.custom.canonical_handle),Inventory Log (product.metafields.custom.inventory_log),Language (product.metafields.custom.language),Location (product.metafields.custom.location),Non-Alcoholic (product.metafields.custom.non_alcoholic),Preorder Override Date (product.metafields.custom.preorder_override_date),Product Details (product.metafields.custom.product_details),Publication Date (product.metafields.custom.pub_date),Cuisine (product.metafields.custom.region),Reserve (product.metafields.custom.reserve),Shelf (product.metafields.custom.shelf),Specialization (product.metafields.custom.special),Special Diet (product.metafields.custom.special_diet),Spirits (product.metafields.custom.spirits),Wine (product.metafields.custom.wine),Growave raw rating (product.metafields.growave.raw_rating_string),Growave rounded rating (product.metafields.growave.rounded_rating_string),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Art style (product.metafields.shopify.art-style),Book cover type (product.metafields.shopify.book-cover-type),Color (product.metafields.shopify.color-pattern),Condition (product.metafields.shopify.condition),Fabric (product.metafields.shopify.fabric),Genre (product.metafields.shopify.genre),Headwear features (product.metafields.shopify.headwear-features),Language version (product.metafields.shopify.language-version),Material (product.metafields.shopify.material),Media access (product.metafields.shopify.media-access),Media theme (product.metafields.shopify.media-theme),Medium (product.metafields.shopify.medium),Publication frequency (product.metafields.shopify.publication-frequency),Signature placement (product.metafields.shopify.signature-placement),Target audience (product.metafields.shopify.target-audience),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
the-lao-kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593836170-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-lao-kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593836170-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-lao-kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593836170-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-lao-kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593836170-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-rise-of-indian-food,The Rise of Indian Food:: Recipes Reimagined by Trèsind Studio,"<p><b>This is a *Featured Preorder for a title releasing on May 06, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
A collection of innovative Indian recipes from the acclaimed chef behind Trèsind Studio – the first-ever Indian restaurant to earn three Michelin stars</div><div><p><strong>A collection of innovative Indian recipes from the acclaimed chef behind Trèsind Studio – the first-ever Indian restaurant to earn three Michelin stars</strong></p> <p>Step inside Trèsind Studio, one of the world’s most sought-after fine-dining destinations. Located in Dubai, this extraordinary establishment is the first Indian restaurant to receive three Michelin stars and has retained a spot on the World’s 50 Best Restaurants list.</p> <p>At the helm of Trèsind Studio is chef Himanshu Saini. An effusive advocate for the future of Indian cuisine, Saini showcases the depth and diversity of his culinary heritage, while taking it to an extraordinary new level.</p> <p>In <em>The Rise of Indian Food</em>, Saini transports readers to the wholly original world of Trèsind Studio. At the heart of the book are recipes representing five different regions in India: Thar Desert, Deccan Plateau, Coastal Plains, Northern Plains, and Himalayan Mountains. Each chapter includes twelve recipes – from starters through to mains, desserts, and drinks – all of which are accompanied by a stunning full-page photograph. Saini’s remarkable dishes, such as Missi Roti, Corn Cream, Popcorn Shoots; Shami Kebab, Green Plum Korma, Seasonal Leaves; and Prawns, Asparagus and Curried Potato Foam ,<strong> </strong>feel distinctly original, while also informed by the traditions of Indian cooking.</p> <p><em>The Rise of Indian Food</em> begins with Saini’s beautifully crafted introduction, which delves into both his philosophy and personal story – from a childhood steeped in agriculture and his culinary training in Delhi, through a list of mentors, to the tale of how he developed the world’s first Indian restaurant to elevate Indian cuisine to three Michelin stars. It also includes a pantry section, in which Saini reveals the secrets behind more than 50 of his masterful sauces, his use of spices, and other staples that were meticulously developed to make his recipes shine.</p> <p>Featuring a vibrant red cover, evocative photography, and thoughtful design details throughout, <em>The Rise of Indian Food</em> is as striking as Saini’s unique dishes and a testament to the changing nature of this beloved cuisine.</p></div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",PHAI,Media > Books > Print Books,BOOK,"Ln_En, 05-06-2026, C",FALSE,Title,Default,,,,,,,,Himanshu Saini,2268,shopify,continue,manual,64.95,,TRUE,TRUE,,,,,9781837292035,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837292035.jpg,1,Book Cover: The Rise of Indian Food,,The Rise of Indian Food,,Media > Books,,,,new,FALSE,,,,,,Himanshu Saini,Hardcover,the-rise-of-indian-food,,English,,,,,2026-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
the-rise-of-indian-food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837292035-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-rise-of-indian-food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837292035-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-rise-of-indian-food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837292035-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-rise-of-indian-food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837292035-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-rise-of-indian-food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781837292035-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-science-of-baking,"The Science of Baking:: Everything You Need to Know to Create Perfect Sweet and Savory Bakes, Every Time","<p><b>This is a *Featured Preorder for a title releasing on April 14, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<b>“An essential book for anyone looking to understand and improve their baking”<b> Tom Kerridge</b><br><br> <br>“Whether you’re a novice baker or a seasoned professional, Matt brings clarity and precision to the mysteries of baking”<b> Helen Goh</b><br><br> <br><b>Discover the secrets of professional bakers to achieve perfect bakes every time</b><br><br></b><br><br>Baking is essentially chemistry for the kitchen, and in order to perfect our home bakes, we first need to understand the processes and variables that go into creating the perfect bake. Join bestselling author, self-taught baker, and pastry chef, Matt Adlard, as he demystifies the science behind your favourite bakes, teaching you how to recreate them at home with show-stopping results.<br><br> <br><i>The Science of Baking</i> teaches you how baking actually works: what purpose each ingredient serves in a recipe, how they combine and interact together and, most importantly, how to use the correct temperature and oven settings for the best results.<br><br> <br>With more than 50 step-by-step recipes for delicious breads, pastries, cookies, cakes, and desserts, plus detailed illustrations, expert tips, and troubleshooting for every subject – from sourdough starters to cake decorating, gluten-free, and vegan baking – as well as knockout recipes for chocolate chip cookies, desserts such as Vanilla Burnt Basque Cheesecake, Crème Caramel, and the ultimate Black Forest Swiss Roll, this is everything you need to understand and explore the world of baking.<br><br></div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",DORK,Media > Books > Print Books,BOOK,"Ln_En, 04-14-2026, C",FALSE,Title,Default,,,,,,,,Matt Adlard,2268,shopify,continue,manual,35.00,,TRUE,TRUE,,,,,9780593961131,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593961131.jpg,1,Book Cover: The Science of Baking,,The Science of Baking,,Media > Books,,,,new,FALSE,,,,,,Matt Adlard,Hardcover,the-science-of-baking,,English,,,,,2026-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
the-science-of-baking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593961131-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-science-of-baking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593961131-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-science-of-baking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593961131-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-science-of-baking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593961131-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-science-of-baking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593961131-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-taste-of-country-cooking,The Taste of Country Cooking:: 50th Anniversary Edition: A Cookbook,"<p><b>This is a *Featured Preorder for a title releasing on May 05, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<b><b>A stunning 50th-anniversary edition of one of the most beloved cookbooks of all time, by “the empress of Southern cooking” (<i>The New Yorker</i>). Beautifully repackaged and redesigned, with a new foreword by Toni Tipton-Martin.</b></b><br><br>With the publication of <i>The Taste of Country Cooking</i>, Edna Lewis proudly announced the food of the American South as one of the world’s great cuisines. From Baked Virginia Ham and Corn Muffins to Oyster Stew and Lemon Meringue Pie, in its pages Miss Lewis (as she was almost universally known) extols the virtues of the good food of her childhood, spent in a Virginia farming community founded by her grandfather and his friends after Emancipation. A celebration of eating locally—decades before “farm-to-table” became common parlance—the book catalogs the joys of cooking with the seasons: the field greens and salads of spring; pan-fried chicken and crushed peaches in summer; baked ham and sweet potatoes for fall; and hearty soups and stews during the cold winter months. An affirmation of a distinctly American way of eating, half a century after its publication, this remains the definitive book on Southern cooking.</div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",RDH,Media > Books > Print Books,BOOK,"Ln_En, 05-05-2026, C",FALSE,Title,Default,,,,,,,,Edna Lewis,2268,shopify,continue,manual,40.00,,TRUE,TRUE,,,,,9780593804957,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593804957.jpg,1,Book Cover: The Taste of Country Cooking,,The Taste of Country Cooking,,Media > Books,,,,new,FALSE,,,,,,Edna Lewis,Hardcover,the-taste-of-country-cooking,,English,,,,,2026-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
the-taste-of-country-cooking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593804957-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-taste-of-country-cooking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593804957-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-taste-of-country-cooking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593804957-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetables-the-italian-way,Vegetables the Italian Way:: Turning Simple and Fresh into Extraordinary,"<p><b>This is a *Featured Preorder for a title releasing on April 14, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<b><i>Cucina Povera&nbsp;</i>author Giulia Scarpaleggia continues her celebration of the soul of Italian cooking with a beautiful and delicious focus on vegetables</b><br><br> Italians have a gift for making vegetables shine. It’s about simplicity, balance, and an instinctive understanding of flavor to get the best out of each vegetable, whether it’s eaten fresh along with a squeeze of lemon and a sprinkle of salt or roasted slowly with a drizzle of olive oil and a handful of fresh herbs. This deep-rooted practice of simplicity comes from Italy’s cucina povera where seasonal vegetables dishes are nourishing everyday meals.<br> &nbsp;<br> The recipes in this book are the creations of Giulia Scarpaleggia (@julskitchen) and celebrate cucina casalinga—Italian home cooking. They include some of Italy’s most iconic dishes like Eggplant Parmesan, Panzanella Salad, and Sicilian Caponata, as well as regional favorites like Braised Artichokes and Fennel Gratin. With enticing photographs from the Italian garden and countryside, the book is as much a pleasure to look at as it is to cook from.<br> &nbsp;<br> &nbsp;
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",WORA,Media > Books > Print Books,BOOK,"Ln_En, 04-14-2026, C",FALSE,Title,Default,,,,,,,,Giulia Scarpaleggia,2268,shopify,continue,manual,35.00,,TRUE,TRUE,,,,,9781648294679,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781648294679.jpg,1,Book Cover: Vegetables the Italian Way,,Vegetables the Italian Way,,Media > Books,,,,new,FALSE,,,,,,Giulia Scarpaleggia,Hardcover,vegetables-the-italian-way,,English,,,,,2026-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
vegetables-the-italian-way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781648294679-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetables-the-italian-way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781648294679-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetables-the-italian-way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781648294679-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetables-the-italian-way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781648294679-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetables-the-italian-way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781648294679-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
viennese-bakery,Viennese Bakery:: Classic Desserts from Vienna's Café Culture,"<p><b>This is a *Featured Preorder for a title releasing on February 24, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<b><b>Take a slice of traditional Viennese café culture home with you and discover 75 recipes for classic confectionery.</b></b><br><br>The coffee houses in early 20th-century Vienna were the second living room for artists, intellectuals, and dessert lovers of all kinds. This was a place to relax; discuss; and, above all, indulge! Amid this sophisticated atmosphere, confectioner Therese Schulz pampered guests of the former Vienna Grand Hotel with her sweet craftsmanship—and meticulously documented her recipes. One hundred years later, family members rediscovered these records in the attic and entrusted them to the expert hands of recipe developer Bernadette Wörndl, who brings these recipes to life on the page today.<br><br>The result is this unique baking book, with over 75 divine confectionery recipes. From Viennese classics like Vanillekipferl (vanilla crescent cookies) and Sachertorte (rich chocolate cake) to nostalgic delicacies like marmalade Swiss rolls or a strawberry cream torte, this book will delight lovers of Austrian sweets and pastries. With a mix of atmospheric recipe pictures, excerpts from Therese's original recipe book, and nostalgic historic photography, The Viennese Bakery is a delicious, inspiring, and enticing culinary flight of fancy.</div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",DORK,Media > Books > Print Books,BOOK,"Ln_En, 02-24-2026, C",FALSE,Title,Default,,,,,,,,Bernadette Wörndl,2268,shopify,continue,manual,35.00,,TRUE,TRUE,,,,,9798217305797,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9798217305797.jpg,1,Book Cover: Viennese Bakery,,Viennese Bakery,,Media > Books,,,,new,FALSE,,,,,,Bernadette Wörndl,Hardcover,viennese-bakery,,English,,,,,2026-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
viennese-bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9798217305797-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
viennese-bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9798217305797-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
viennese-bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9798217305797-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
viennese-bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9798217305797-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
viennese-bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9798217305797-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vitamina-t,"Vitamina T:: Your Daily Dose of Tacos, Tortas, Tamales, and More Mexican Street Food Classics","<p><b>This is a *Featured Preorder for a title releasing on April 07, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<b><b>Get your daily dose of vitamin T—the unofficial Mexican food group that celebrates tacos, tortas, tamales, and more—with over 100 delicious recipes that add a fun twist to these classic street foods.</b></b><br><br>Tacos, tostadas, tamales, and other vitamin T favorites represent the culinary experience of street foods across Mexican foodways.&nbsp;In <i>Vitamina T</i>, celebrated chef Fermín&nbsp;Núñez and masa-purveyor-to-the-stars Jorge Gaviria take us on a journey through the sizzling streets of Mexico to show us how we can capture some of the magic of this cuisine in our home kitchens. Explore the beautiful sights and bold flavors of a late-night taqueria, a charcoal-burning clay comal teeming with hoja-santa-wrapped tetelas, and all of the tamales at all of the times. <i>Vitamina T</i> features over 100 mouthwatering Mexican staples as well as contemporary twists:<br><ul><li><b>Tacos:</b> Al Pastor, Barbacoa, and Carnitas Tacos</li><li><b>Tamales:</b> Bean and Cheese, Duck Confit Tamales (with a delicious Mole Negro)</li><li><b>Tostadas: </b>Tinga, Beet-Avocado, and Red Snapper Ceviche Tostadas</li><li><b>Tortas:</b> Butternut Squash in Chile Colorado, Brisket ""de la Barda,"" and Cubana Tortas</li><li><b>Todo Lo Demás: </b>Sopes, Gorditas, Flautas, Chilaquiles, and more</li></ul><br>These dishes are emblematic of what makes Mexico a culinary cornerstone, and <i>Vitamina T</i> translates them into approachable recipes for home cooks. Through traditional techniques, practices developed by Fermín&nbsp;and Jorge, and recipes for any occasion, this book has everything you need to bring an all-day Mexico City street food crawl into your own home.</div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",RDH,Media > Books > Print Books,BOOK,"Ln_En, 04-07-2026, C",FALSE,Title,Default,,,,,,,,Jorge Gaviria with Allegra Ben-Amotz,2268,shopify,continue,manual,35.00,,TRUE,TRUE,,,,,9780593800379,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593800379.jpg,1,Book Cover: Vitamina T,,Vitamina T,,Media > Books,,,,new,FALSE,,,,,,Jorge Gaviria with Allegra Ben-Amotz,Hardcover,vitamina-t,,English,,,,,2026-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
vitamina-t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593800379-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vitamina-t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593800379-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vitamina-t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593800379-3.jpg,4,Interior image 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vitamina-t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593800379-4.jpg,5,Interior image 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vitamina-t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9780593800379-5.jpg,6,Interior image 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
we-fancy,We Fancy:: Simple Recipes To Make The Everyday Special,"<p><b>This is a *Featured Preorder for a title releasing on February 10, 2026.</b></p><p><em><strong>This is what the publisher tells us about this book:</strong></em></p>
<b>From beloved food writer and author of the James Beard Award finalist <i>Black Girl Baking</i> comes a joyous cookbook that transforms everyday meals into something special and unexpected with just a few simple flourishes.</b><b> </b><br><br>Fanciness is a mindset. It’s realizing that you can make everyday food feel special using what you likely already have on hand. It’s about seeing the act of cooking not just as another thing to do, but as a nourishing ritual to help ease away the day’s stress.<br> <br> In <i>We Fancy</i>, Jerrelle Guy teaches you how to use pantry staples like canned beans, crackers, or a pint of vanilla ice cream, and tools like sheet pans and your air fryer, to transform typical weeknight dinners into something easy but memorable. Think: Nearly Instantaneous Risotto made with black or roasted garlic, Double-Stacked Black Bean Burgers smashed with tortilla chips, Artichokes in the Perfect Butter Wine Sauce, and Olive Oil Brownie Pudding covered with chopped nuts.<br> <br> <i>We Fancy</i> shows that cooking is both a creative and a practical act, and in these pages with beautiful and wise writing that is meant to heal, guide and inspire, Jerrelle gives us new recipes and reasons to look forward to dinner.</div></div>
<p><b>* Featured Preorder books earn you an <i>extra </i>150 rewards points, good for $5 off a future purchase. If you're not already a member of our rewards program you can <a href=""https://www.kitchenartsandletters.com/pages/reward""><b>learn more about all the ways to earn points and sign up here.</b></a> It's as simple as creating a store account.</b></p>",SSN,Media > Books > Print Books,BOOK,"Ln_En, 02-10-2026, C",FALSE,Title,Default,,,,,,,,Jerrelle Guy,2268,shopify,continue,manual,35.00,,TRUE,TRUE,,,,,9781668012840,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781668012840.jpg,1,Book Cover: We Fancy,,We Fancy,,Media > Books,,,,new,FALSE,,,,,,Jerrelle Guy,Hardcover,we-fancy,,English,,,,,2026-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,4901.99,,draft
we-fancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781668012840-1.jpg,2,Interior image 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
we-fancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0297/5046/0549/files/9781668012840-2.jpg,3,Interior image 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
